"filename", "language", "JavaScript", "HTML", "PHP", "Markdown", "JSON", "CSS", "XML", "SCSS", "YAML", "comment", "blank", "total"
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_print.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 84, 0, 33, 25, 142
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_progress.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 5, 35
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 264, 0, 136, 84, 484
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_root.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 13, 0, 3, 4, 20
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_tables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 122, 0, 28, 38, 188
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_tooltip.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 93, 0, 5, 18, 116
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_transitions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 5, 23
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_type.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 82, 0, 20, 24, 126
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 624, 0, 97, 239, 960
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\bootstrap-grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 20, 0, 6, 7, 33
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\bootstrap-reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 2, 13
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\bootstrap.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 35, 0, 6, 2, 43
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_background-variant.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 16, 0, 2, 4, 22
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_border-radius.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 29, 0, 1, 6, 36
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_box-shadow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_breakpoints.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 69, 0, 44, 11, 124
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 86, 0, 10, 14, 110
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_caret.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 8, 67
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_clearfix.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_float.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 2, 12
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 115, 0, 14, 19, 148
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_gradients.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 34, 0, 7, 5, 46
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_grid-framework.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 50, 0, 8, 10, 68
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 35, 0, 10, 8, 53
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_hover.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 23, 0, 10, 5, 38
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_image.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 17, 8, 37
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_list-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 4, 22
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_lists.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 8
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_nav-divider.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 2, 11
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_pagination.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 19, 0, 1, 3, 23
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_reset-text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 1, 18
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_resize.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_screen-reader.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 9, 4, 34
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_size.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_table-row.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 5, 5, 31
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_text-emphasis.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 3, 15
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_text-hide.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 2, 14
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_text-truncate.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 2, 9
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_transition.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\mixins\_visibility.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3, 8
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_align.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 2, 9
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_background.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 5, 20
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_borders.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 43, 0, 7, 10, 60
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_clearfix.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_display.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 25, 0, 7, 7, 39
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_embed.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 44, 0, 1, 8, 53
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_flex.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 39, 0, 4, 9, 52
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_float.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_position.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 25, 0, 5, 8, 38
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_screenreaders.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 3, 12
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_shadows.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_sizing.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 4, 13
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_spacing.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 43, 0, 3, 6, 52
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 30, 0, 10, 19, 59
"c:\xampp\htdocs\Jaagir\public\external\scss\bootstrap\utilities\_visibility.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 3, 12
"c:\xampp\htdocs\Jaagir\public\external\scss\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 1, 10
"c:\xampp\htdocs\Jaagir\public\index.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 39, 12, 61
"c:\xampp\htdocs\Jaagir\public\js\app.js", "JavaScript", 28706, 0, 0, 0, 0, 0, 0, 0, 0, 15821, 6038, 50565
"c:\xampp\htdocs\Jaagir\public\mix-manifest.json", "JSON", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\Jaagir\public\template\dist\401.html", "HTML", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\xampp\htdocs\Jaagir\public\template\dist\404.html", "HTML", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\xampp\htdocs\Jaagir\public\template\dist\500.html", "HTML", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\xampp\htdocs\Jaagir\public\template\dist\assets\demo\chart-area-demo.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 55
"c:\xampp\htdocs\Jaagir\public\template\dist\assets\demo\chart-bar-demo.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 47
"c:\xampp\htdocs\Jaagir\public\template\dist\assets\demo\chart-pie-demo.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 17
"c:\xampp\htdocs\Jaagir\public\template\dist\assets\demo\datatables-demo.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\xampp\htdocs\Jaagir\public\template\dist\assets\img\error-404-monochrome.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\xampp\htdocs\Jaagir\public\template\dist\charts.html", "HTML", 0, 176, 0, 0, 0, 0, 0, 0, 0, 2, 1, 179
"c:\xampp\htdocs\Jaagir\public\template\dist\css\styles.css", "CSS", 0, 0, 0, 0, 0, 9203, 0, 0, 0, 11, 1458, 10672
"c:\xampp\htdocs\Jaagir\public\template\dist\index.html", "HTML", 0, 619, 0, 0, 0, 0, 0, 0, 0, 2, 2, 623
"c:\xampp\htdocs\Jaagir\public\template\dist\js\scripts.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 23
"c:\xampp\htdocs\Jaagir\public\template\dist\layout-sidenav-light.html", "HTML", 0, 146, 0, 0, 0, 0, 0, 0, 0, 2, 1, 149
"c:\xampp\htdocs\Jaagir\public\template\dist\layout-static.html", "HTML", 0, 148, 0, 0, 0, 0, 0, 0, 0, 2, 1, 151
"c:\xampp\htdocs\Jaagir\public\template\dist\login.html", "HTML", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73
"c:\xampp\htdocs\Jaagir\public\template\dist\password.html", "HTML", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64
"c:\xampp\htdocs\Jaagir\public\template\dist\register.html", "HTML", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\xampp\htdocs\Jaagir\public\template\dist\tables.html", "HTML", 0, 636, 0, 0, 0, 0, 0, 0, 0, 2, 1, 639
"c:\xampp\htdocs\Jaagir\resources\js\app.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 36
"c:\xampp\htdocs\Jaagir\resources\js\bootstrap.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 42
"c:\xampp\htdocs\Jaagir\resources\lang\en\auth.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\xampp\htdocs\Jaagir\resources\lang\en\pagination.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\xampp\htdocs\Jaagir\resources\lang\en\passwords.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 10, 5, 23
"c:\xampp\htdocs\Jaagir\resources\lang\en\validation.php", "PHP", 0, 0, 113, 0, 0, 0, 0, 0, 0, 30, 9, 152
"c:\xampp\htdocs\Jaagir\resources\sass\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 14, 0, 3, 3, 20
"c:\xampp\htdocs\Jaagir\resources\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 9
"c:\xampp\htdocs\Jaagir\resources\views\admin\create.blade.php", "PHP", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\xampp\htdocs\Jaagir\resources\views\admin\edit.blade.php", "PHP", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 62
"c:\xampp\htdocs\Jaagir\resources\views\admin\index.blade.php", "PHP", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 6, 99
"c:\xampp\htdocs\Jaagir\resources\views\admin\job.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 5, 58
"c:\xampp\htdocs\Jaagir\resources\views\admin\layouts\footer.blade.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\xampp\htdocs\Jaagir\resources\views\admin\layouts\master.blade.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\Jaagir\resources\views\admin\layouts\navbar.blade.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\xampp\htdocs\Jaagir\resources\views\admin\layouts\sidebar.blade.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\xampp\htdocs\Jaagir\resources\views\admin\left-menu.blade.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\xampp\htdocs\Jaagir\resources\views\admin\read.blade.php", "PHP", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\xampp\htdocs\Jaagir\resources\views\admin\trash.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 5, 58
"c:\xampp\htdocs\Jaagir\resources\views\auth\employer-register.blade.php", "PHP", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 21, 118
"c:\xampp\htdocs\Jaagir\resources\views\auth\login.blade.php", "PHP", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 13, 74
"c:\xampp\htdocs\Jaagir\resources\views\auth\passwords\confirm.blade.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"c:\xampp\htdocs\Jaagir\resources\views\auth\passwords\email.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 8, 48
"c:\xampp\htdocs\Jaagir\resources\views\auth\passwords\reset.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 13, 66
"c:\xampp\htdocs\Jaagir\resources\views\auth\register.blade.php", "PHP", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 31, 151
"c:\xampp\htdocs\Jaagir\resources\views\auth\verify.blade.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\xampp\htdocs\Jaagir\resources\views\company\company.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 2, 42
"c:\xampp\htdocs\Jaagir\resources\views\company\create.blade.php", "PHP", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 18, 154
"c:\xampp\htdocs\Jaagir\resources\views\company\index.blade.php", "PHP", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 3, 103
"c:\xampp\htdocs\Jaagir\resources\views\emails\JobEmail.blade.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\xampp\htdocs\Jaagir\resources\views\emails\jobStatus.blade.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\xampp\htdocs\Jaagir\resources\views\home.blade.php", "PHP", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 4, 74
"c:\xampp\htdocs\Jaagir\resources\views\jobs\alljobs.blade.php", "PHP", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 17, 126
"c:\xampp\htdocs\Jaagir\resources\views\jobs\applicants.blade.php", "PHP", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 4, 136
"c:\xampp\htdocs\Jaagir\resources\views\jobs\applicantsview.blade.php", "PHP", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 55
"c:\xampp\htdocs\Jaagir\resources\views\jobs\create.blade.php", "PHP", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 25, 223
"c:\xampp\htdocs\Jaagir\resources\views\jobs\edit.blade.php", "PHP", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 30, 195
"c:\xampp\htdocs\Jaagir\resources\views\jobs\internship.blade.php", "PHP", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 9, 109
"c:\xampp\htdocs\Jaagir\resources\views\jobs\jobs-category.blade.php", "PHP", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 9, 84
"c:\xampp\htdocs\Jaagir\resources\views\jobs\myjob.blade.php", "PHP", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 78
"c:\xampp\htdocs\Jaagir\resources\views\jobs\show.blade.php", "PHP", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 22, 215
"c:\xampp\htdocs\Jaagir\resources\views\jobs\usermyjob.blade.php", "PHP", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 1, 86
"c:\xampp\htdocs\Jaagir\resources\views\layouts\app.blade.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\Jaagir\resources\views\layouts\main.blade.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\Jaagir\resources\views\partials\blog.blade.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\xampp\htdocs\Jaagir\resources\views\partials\category.blade.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 9, 41
"c:\xampp\htdocs\Jaagir\resources\views\partials\footer.blade.php", "PHP", 0, 0, 152, 0, 0, 0, 0, 0, 0, 15, 23, 190
"c:\xampp\htdocs\Jaagir\resources\views\partials\head.blade.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\xampp\htdocs\Jaagir\resources\views\partials\hero.blade.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\xampp\htdocs\Jaagir\resources\views\partials\nav.blade.php", "PHP", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 26, 165
"c:\xampp\htdocs\Jaagir\resources\views\partials\testimonial.blade.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\xampp\htdocs\Jaagir\resources\views\profile\index.blade.php", "PHP", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 20, 224
"c:\xampp\htdocs\Jaagir\resources\views\testimonial\create.blade.php", "PHP", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 7, 68
"c:\xampp\htdocs\Jaagir\resources\views\testimonial\index.blade.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\xampp\htdocs\Jaagir\resources\views\welcome.blade.php", "PHP", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 23, 157
"c:\xampp\htdocs\Jaagir\routes\api.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\xampp\htdocs\Jaagir\routes\channels.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\xampp\htdocs\Jaagir\routes\console.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\xampp\htdocs\Jaagir\routes\web.php", "PHP", 0, 0, 52, 0, 0, 0, 0, 0, 0, 12, 17, 81
"c:\xampp\htdocs\Jaagir\server.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\xampp\htdocs\Jaagir\tests\CreatesApplication.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 6, 23
"c:\xampp\htdocs\Jaagir\tests\Feature\ExampleTest.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\xampp\htdocs\Jaagir\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\xampp\htdocs\Jaagir\tests\Unit\ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 5, 4, 19
"c:\xampp\htdocs\Jaagir\vendor\facade\ignition\resources\compiled\ignition.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 32
"c:\xampp\htdocs\Jaagir\vendor\facade\ignition\resources\compiled\index.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\Jaagir\webpack.mix.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"Total", "-", 30714, 27067, 5839, 59, 71713, 37641, 1723, 5949, 13, 18902, 15800, 215420